Falsevin,RA_GENDER,RA_MARITALSTATUS,RA_VEH_USE,RA_EXPOSURE_TIME,RA_DISTANCE_DRIVEN,RA_NBTRIP,RA_HOURS_DRIVEN,RA_ACCIDENT_IND
362,2,0,1,0.3287671233,8121.1,445,9345,0
364,1,1,2,1.0410958904,18334.7,1787,30379,0
364,1,1,2,0.8273972603,11084.4,1592,22288,0
365,2,1,1,0.3287671233,5640.8,445,7565,0
365,2,1,1,0.8821917808,13545.4,964,15424,0
365,2,1,1,1.002739726,17086.6,1148,21812,0
366,1,1,1,0.8684931507,17713.1,904,22600,0
366,1,1,1,1.002739726,13820.7,1252,15024,0
369,2,1,1,0.4164383562,19253.1,845,18590,0
369,2,1,1,0.501369863,18979.2,939,19719,0
369,2,1,1,0.501369863,22349.2,991,22793,0
369,2,1,1,0.495890411,23519.6,929,22296,0
369,2,1,1,0.498630137,20439.4,908,20884,0
370,2,1,1,1.002739726,27520.3,2034,42714,0
370,2,1,1,0.4136986301,4388,624,11232,0
370,2,1,1,1.0410958904,27881.7,1841,42343,0
374,2,1,1,0.4246575342,9824,950,14250,0
374,2,1,1,0.8273972603,15459.3,1506,19578,0
376,2,0,1,0.495890411,8549,748,11220,0
376,2,0,1,0.301369863,5694.2,486,8262,0
378,2,0,1,0.9589041096,9289.7,848,13568,0
378,2,0,1,0.3287671233,4119.1,342,5472,0
379,2,0,1,0.9643835616,25515.5,1655,29790,0
379,2,0,1,1.002739726,19827.4,1200,24000,0
381,1,1,1,0.6821917808,8217,781,12496,0
381,1,1,1,0.4136986301,6918.7,538,9684,0
381,1,1,1,1.002739726,14050.9,1304,20864,0
382,2,1,1,0.9150684932,20877.4,2808,36504,0
382,2,1,1,0.8273972603,13413.2,2238,26856,0
384,1,1,1,0.5123287671,7312.7,507,9126,0
384,1,1,1,0.7452054795,9589.7,621,11799,0
385,1,0,1,1,13398.4,1041,12492,0
385,1,0,1,1.002739726,15447.4,1043,12516,0
387,2,1,1,0.6630136986,13208.3,1207,15691,0
387,2,1,1,0.4876712329,7493.7,685,10275,0
389,1,1,1,0.8575342466,12440.6,1918,26852,1
389,1,1,1,0.4136986301,4442.3,667,7337,0
390,1,0,1,0.8082191781,4833.3,1009,10090,0
390,1,0,1,0.695890411,5160.4,797,8767,0
392,1,1,1,0.3616438356,5722.9,715,9295,0
392,1,1,1,0.3287671233,4797.6,616,8008,0
393,1,1,1,0.8273972603,22218.8,1678,26848,0
393,1,1,1,0.8328767123,27643.6,1993,35874,0
396,1,1,1,0.5479452055,17303.2,1710,18810,0
396,1,1,1,0.3808219178,16144.6,1189,15457,0
397,1,0,2,1.002739726,11063.5,1825,21900,0
397,1,0,2,0.6657534247,7525.1,1247,14964,0
397,2,0,2,0.3287671233,4221.3,650,8450,0
400,2,1,2,0.7479452055,9644.2,1984,15872,0
400,2,1,2,1.002739726,15318.4,1773,21276,0
400,2,1,2,0.8054794521,10039.3,1383,15213,0
401,1,1,1,0.8328767123,15818,1733,20796,0
401,1,1,1,0.9123287671,13085.8,2040,20400,0
402,2,1,1,0.895890411,21336.2,1631,22834,0
402,1,1,1,0.6630136986,15048.3,1138,15932,0
404,2,0,1,0.3287671233,175.3,86,516,0
404,2,0,1,0.3205479452,6326.5,434,6510,0
405,1,0,1,0.4136986301,2237.5,624,4992,0
405,1,0,1,1,8551.1,2029,18261,0
405,1,0,1,1.002739726,6060,1617,14553,0
407,1,0,2,0.4383561644,1921.6,160,2560,0
407,2,1,2,0.4219178082,1237.8,154,1694,0
409,2,1,1,0.3315068493,3355.3,259,3885,0
409,2,1,1,0.997260274,18606,1608,22512,0
411,2,1,1,0.6630136986,10616,1207,14484,0
411,2,0,2,0.4630136986,1837.2,434,3472,0
412,1,0,2,1,7701.8,1145,11450,0
412,1,0,2,1.002739726,8408.3,991,10901,0
414,1,0,1,0.7479452055,6909.2,1206,14472,0
414,1,0,1,1.0054794521,10297.7,2040,22440,0
415,2,1,1,0.8,5690.3,1082,8656,0
415,2,1,1,0.3287671233,2641.1,582,4074,0
416,1,1,1,0.495890411,16387.7,955,21965,0
416,1,1,1,0.4520547945,17443,1035,21735,0
416,1,1,1,0.4,11680.1,812,16240,1
417,2,1,2,0.495890411,9080,542,10840,0
417,2,1,2,0.8328767123,16669.9,520,15080,0
420,1,1,2,0.3945205479,1234.1,349,3141,0
420,1,1,2,0.3917808219,1196.7,367,3303,0
420,1,1,2,1.002739726,3382.4,991,8919,0
422,1,1,1,1.002739726,14911,2816,22528,0
422,2,1,1,0.4136986301,7478.8,1033,9297,0
423,2,1,2,1,9929.1,2029,26377,0
423,2,1,2,0.6794520548,7678.3,1520,19760,0
424,1,1,1,1.0630136986,16894.2,2820,33840,0
424,2,0,1,0.3287671233,4751,753,9036,1
426,1,0,1,0.8684931507,8635,1491,16401,0
426,1,0,1,0.895890411,12395.7,2330,23300,0
429,1,0,2,0.5150684932,1639.3,349,3141,0
429,1,0,2,0.495890411,1150.2,413,2891,0
429,1,0,2,0.504109589,1598.4,420,3360,0
429,1,0,2,0.498630137,1780.9,467,3736,0
429,1,0,2,0.3287671233,2169.6,565,5085,0
432,1,1,1,0.504109589,1501.4,394,4334,0
432,1,1,1,0.4164383562,1274.7,325,3575,0
433,1,0,2,0.8410958904,6198,1444,18772,0
433,1,0,2,1.002739726,7391.8,2086,20860,0
434,1,1,2,0.9616438356,3459.8,601,7212,0
434,1,1,2,0.4630136986,1269.8,241,2651,0
439,2,1,1,0.3726027397,6936.8,446,7582,0
439,2,1,1,1,15067,1353,16236,0
439,2,1,1,0.5589041096,8568.1,1105,8840,0
442,2,0,1,0.9452054795,10106.4,1721,17210,0
442,2,0,1,0.7479452055,6830.2,1245,12450,0
443,1,0,1,0.3315068493,5247.6,690,11730,0
443,1,0,1,0.5808219178,7137.5,997,15952,1
445,1,1,1,0.3260273973,5975,390,5850,0
445,1,1,1,0.9917808219,13193.7,826,12390,0
451,1,0,1,0.9287671233,9958.3,2367,26037,0
451,1,0,1,0.8356164384,7165.1,1608,22512,0
451,2,1,1,0.5808219178,5521.9,1239,16107,0
452,1,1,1,0.895890411,7739.8,1724,13792,0
452,1,1,1,0.495890411,4353.2,1058,9522,0
453,1,0,2,0.8273972603,4183.3,474,6162,0
453,1,0,2,0.9479452055,6855.1,740,11100,0
454,1,0,2,0.3287671233,6670.5,342,6840,0
454,1,0,2,1.0273972603,16880.9,855,17955,0
456,2,0,2,0.9315068493,10860.3,485,9215,0
456,2,0,2,0.4794520548,4181.5,275,4125,0
457,1,1,2,0.504109589,992.5,367,3303,0
457,1,1,2,0.501369863,1068.7,392,1960,0
457,1,1,2,0.501369863,884.7,313,2191,0
457,1,1,2,0.4931506849,984.9,360,1800,0
460,1,1,2,0.6602739726,13369.2,1031,14434,0
460,1,1,1,0.5095890411,8864.5,1299,11691,0
460,1,1,1,0.3150684932,4609.2,639,6390,0
461,2,0,2,0.504109589,5862.1,944,10384,0
461,1,0,2,0.495890411,6222.9,1084,10840,0
461,1,0,2,0.498630137,3351,830,8300,0
462,1,0,2,0.3616438356,766.6,264,1848,0
462,1,0,2,0.495890411,1272,387,3096,0
465,1,1,2,0.8849315068,5022.5,967,8703,0
465,1,1,2,0.4109589041,2106.4,364,3276,0
466,2,0,1,0.9150684932,7880.3,1000,18000,1
466,2,0,1,0.9123287671,11494.3,1234,23446,0
468,1,1,2,0.997260274,8001.1,934,16812,0
468,1,1,2,1.002739726,8311.6,939,16902,0
468,1,1,2,0.5808219178,5171.8,574,10906,0
471,1,1,1,1.0219178082,20394.6,1488,22320,0
471,1,1,1,1.002739726,23488.9,1460,26280,0
473,1,1,1,0.495890411,6115.6,439,7024,0
473,1,1,1,0.9123287671,18053.5,949,18980,0
475,1,1,1,0.4191780822,23366.2,1047,23034,0
475,1,1,1,1.0164383562,39489.8,2908,49436,0
476,1,1,1,1.0410958904,17151.9,1462,19006,0
476,1,1,1,0.3287671233,3293.2,360,3240,0
478,2,1,1,0.8273972603,15212.2,1506,19578,1
478,2,1,1,0.4575342466,6579.6,833,10829,0
482,2,1,1,0.501369863,4792.1,913,7304,0
482,2,0,1,0.501369863,5499.3,1095,9855,0
485,2,0,2,1.0328767123,11875.6,2203,19827,0
485,2,0,2,0.3287671233,2945.8,530,4770,0
486,1,0,2,0.5753424658,472.9,90,990,0
486,1,0,2,0.8520547945,2963.5,355,4615,0
491,1,0,1,1.002739726,12880.1,1878,22536,0
491,1,0,1,0.2767123288,4654.6,547,6564,0
491,3,0,1,0.4136986301,9887.6,753,11295,0
492,2,1,2,0.4493150685,8126.3,795,11130,0
492,2,1,2,0.4109589041,8643.5,962,13468,0
492,2,1,2,0.498630137,11280.9,1141,17115,0
493,2,1,1,0.3506849315,3351.4,402,4422,0
493,2,1,1,1.002739726,7290.5,991,9910,0
493,2,1,1,1,7542.2,1093,9837,0
495,1,1,1,0.2794520548,4920.8,349,6980,0
495,1,1,1,0.498630137,6997.7,519,10380,0
495,1,1,1,0.4136986301,8873.7,474,9480,0
496,1,0,1,1,30002.5,1717,34340,0
496,1,0,1,0.9123287671,21480.4,2135,27755,0
497,2,1,1,0.9123287671,11232.9,2230,22300,0
497,2,1,1,0.7534246575,9202.7,1685,16850,0
498,2,0,1,0.498630137,12312.4,830,14940,0
498,1,0,1,0.3287671233,5737.9,462,8316,0
498,2,0,1,0.4,7224.7,479,9101,0
499,1,0,1,0.8821917808,13460.8,1927,21197,0
499,1,0,1,0.4136986301,7268,1076,11836,0
501,2,1,1,0.9123287671,21976.8,2040,28560,0
501,2,1,1,0.7342465753,9156.6,1451,13059,0
502,2,0,1,0.3123287671,6734.8,390,8970,0
502,2,0,1,1.002739726,23062,1617,33957,0
502,1,0,1,0.4136986301,12451.7,732,16836,0
506,2,1,2,1.0246575342,27789.8,2931,32241,0
506,2,1,2,0.6630136986,18575,1897,20867,0
509,1,0,2,0.5561643836,10760.9,1562,18744,0
509,2,0,1,0.3287671233,7680.9,958,13412,0
510,2,0,2,0.901369863,11432.2,1032,19608,0
510,2,0,2,0.6219178082,3860.9,389,6613,0
512,1,1,1,1.0794520548,31518.4,1909,38180,0
512,1,1,1,1.002739726,31447.8,1773,35460,0
513,2,0,2,0.9397260274,6467.5,440,7480,0
513,2,0,2,0.4,900.7,167,1670,0
517,1,0,1,1.0356164384,11503.7,1724,17240,0
517,2,0,1,0.495890411,5666.3,723,7230,0
518,2,0,2,1.0136986301,17634.3,3163,25304,0
518,2,0,2,0.6630136986,14660.9,2069,16552,0
519,1,1,1,0.9863013699,18684.9,2052,30780,0
519,1,1,1,0.3315068493,6192,638,10208,0
522,1,1,1,0.5808219178,10692.4,967,16439,0
522,1,1,1,1.002739726,18414.1,1513,22695,0
522,1,1,1,1.0082191781,19231.3,1573,25168,0
523,2,1,1,0.5616438356,15909.7,847,20328,0
523,2,1,1,0.4547945205,13696.9,686,15778,0
524,2,0,0,0.5808219178,5988.1,937,8433,0
524,2,0,0,0.695890411,6657.4,1158,11580,0
525,1,0,2,0.6630136986,11069.4,725,13050,0
525,1,0,2,0.9835616438,19300.8,1330,23940,0
527,2,1,1,0.5452054795,5458.7,851,7659,0
527,2,1,1,0.504109589,7585.2,761,8371,0
529,2,0,1,1.002739726,20807.6,1825,27375,0
529,2,0,1,0.3287671233,11549.9,907,15419,0
530,1,1,1,0.7917808219,6002.5,742,8904,0
530,1,1,1,0.6630136986,7222.3,621,9315,0
532,1,1,2,1.0465753425,19973.8,2776,27760,0
532,1,1,2,0.3287671233,6160,787,8657,0
533,1,0,1,0.3698630137,13858.5,1154,15002,0
533,1,0,1,1.002739726,46931.4,1825,45625,0
533,1,0,1,1,46718.7,1717,46359,0
535,1,1,2,1.0328767123,15644.5,1236,18540,0
535,1,1,2,0.3287671233,6467.2,496,7936,0
537,2,1,2,1.002739726,10226.4,1200,15600,0
537,2,1,2,0.2794520548,2739.4,335,4020,0
538,1,0,1,0.3150684932,6434.5,590,8260,0
538,1,0,1,1.002739726,14351.5,1721,22373,0
538,1,0,1,0.4136986301,8382.3,775,11625,0
539,1,0,1,0.4684931507,8880.9,975,10725,0
539,1,0,1,0.504109589,12867.5,1049,13637,0
539,1,0,1,0.498630137,9139.8,960,13440,0
540,2,0,1,0.895890411,9385.6,1119,11190,0
540,2,0,1,0.495890411,4386.8,671,6039,0
541,1,1,1,0.501369863,11000.1,757,10598,0
541,1,1,1,0.501369863,10925,757,10598,0
541,1,1,1,0.495890411,9338.6,723,8676,0
545,2,0,2,0.4904109589,12877.7,1225,17150,0
545,2,0,2,0.3287671233,9285.3,719,12942,0
547,1,0,0,0.501369863,2568.8,470,4700,0
547,1,0,0,0.495890411,3768.2,516,5676,0
547,1,0,0,0.5287671233,2515.2,578,5202,0
548,1,1,1,0.9123287671,12592.4,1756,17560,0
548,1,1,1,0.9835616438,15122.2,1995,21945,0
549,1,1,2,0.495890411,5937.9,774,7740,0
549,1,1,2,0.3150684932,3946.4,508,5080,0
550,1,0,1,1.002739726,13652.3,1095,17520,0
550,2,0,1,0.5808219178,13984.1,846,15228,0
552,2,0,2,0.6630136986,9008.3,1345,12105,0
552,2,0,2,1.002739726,11430.4,1617,14553,0
554,2,0,1,1.0328767123,28521.8,3223,45122,0
554,2,0,1,0.5397260274,13014.7,1572,20436,0
556,1,1,1,0.3287671233,5455.4,753,7530,0
556,1,1,1,0.9698630137,13705.3,2522,20176,0
558,1,1,1,0.9452054795,24762.4,2261,42959,0
558,1,1,1,0.7479452055,21304.9,1673,31787,0
561,1,1,1,1.002739726,12045.4,1825,21900,0
561,1,1,1,0.4136986301,6590.3,926,11112,0
564,2,1,1,0.8465753425,57583.3,2642,58124,0
564,2,1,1,0.495890411,31953.9,1470,38220,0
566,1,0,1,0.2849315068,6731.6,519,6228,0
566,2,0,1,0.3369863014,9547,579,8685,0
567,1,0,1,0.9452054795,26221.7,1770,24780,0
567,1,0,1,1.002739726,35702.4,1982,31712,0
571,1,1,1,0.6657534247,9852.3,797,12752,0
571,1,1,1,1.002739726,14515,1252,18780,1
571,1,1,1,0.3287671233,4711.9,428,6848,0
572,2,0,1,0.6109589041,6753.3,1748,10488,0
572,2,0,1,0.4136986301,6503.8,1033,7231,0
573,2,1,2,0.3287671233,2810.3,599,5391,0
573,1,1,2,1.002739726,8928.8,2034,18306,0
574,1,1,2,0.5917808219,5028.8,1016,13208,0
574,1,1,2,1.002739726,7778.2,1617,22638,0
575,1,1,1,0.9917808219,16345.9,2012,30180,0
575,1,1,1,0.7479452055,12682,1440,21600,0
576,2,0,1,0.495890411,3993,413,4956,0
576,1,0,1,0.5260273973,3907.1,602,6020,0
580,1,0,2,0.8410958904,11263.5,569,14794,0
580,1,0,2,1.002739726,12937.9,678,15594,0
580,2,0,2,0.397260274,6497.6,393,7467,0
582,2,1,1,0.901369863,18628.3,1875,28125,0
582,2,1,1,0.4136986301,11301.1,818,13906,0
585,2,0,1,0.3178082192,1660.5,381,4191,0
585,2,0,1,1.002739726,10429.4,1252,18780,0
586,1,1,2,1.002739726,10032,1148,16072,0
586,1,1,2,0.397260274,3142.7,455,5005,0
587,1,1,1,0.997260274,8913.2,675,14175,0
587,1,1,1,0.4109589041,3295.9,257,4626,0
592,2,0,2,0.9095890411,8296.6,2034,18306,0
592,2,0,2,0.3287671233,3730,787,6296,0
593,1,0,2,0.997260274,20324.6,1764,22932,0
593,1,0,2,0.4849315068,10782.9,757,12112,0
595,1,0,1,0.4410958904,5263.8,849,11037,0
595,3,0,1,0.3287671233,4297.9,513,8208,0
596,1,0,1,0.9479452055,17291,1874,28110,0
596,2,0,1,0.4136986301,8259.7,732,10248,0
597,1,1,1,0.3945205479,16910.5,1231,20927,0
597,1,1,1,0.4136986301,17080.5,1076,19368,0
598,2,1,1,1.002739726,22243.1,1930,23160,0
598,2,1,1,0.9342465753,18998.7,1555,20215,0
598,2,1,1,0.3287671233,6737.3,650,7800,0
601,1,0,1,0.5561643836,18904.5,1215,21870,0
601,3,0,1,0.3287671233,11287.3,736,13984,0
602,1,0,2,0.4273972603,8459.5,534,9612,0
602,2,0,2,0.4054794521,9955.1,485,9215,0
604,1,1,1,0.5808219178,4464.3,725,6525,0
604,1,1,1,0.5479452055,3821.7,656,6560,0
605,1,1,1,0.501369863,13579.5,626,15650,0
605,1,1,1,0.495890411,13282.8,568,14200,0
606,1,1,1,0.5369863014,5305.2,810,8100,0
606,1,1,1,0.4136986301,3786,646,5814,0
606,1,1,1,0.498630137,3544.4,649,5841,0
608,1,0,2,1.002739726,14782,991,19820,0
608,1,0,2,0.8164383562,12004.4,850,16150,0
612,1,0,2,0.8465753425,9020.2,1673,20076,0
612,1,0,2,1.002739726,17059.7,2295,36720,0
615,2,0,2,0.5698630137,12471.4,1245,14940,0
615,2,0,2,1.002739726,16875.5,1930,21230,0
617,2,0,1,0.501369863,12237.9,809,14562,0
617,2,0,1,0.501369863,14828.7,835,15865,0
620,1,0,1,0.4054794521,13478.5,949,19929,0
620,1,0,1,0.495890411,17990.1,1161,25542,0
621,2,0,2,0.7369863014,4963.5,920,10120,0
621,2,0,2,1.002739726,7468.2,1565,14085,0
621,2,0,2,0.5808219178,4547.3,967,8703,0
623,2,0,1,0.6575342466,7519.2,1334,10672,0
623,2,0,1,1.002739726,12699,1825,16425,0
623,2,0,1,0.5808219178,8708.3,1178,10602,0
626,2,0,1,1.002739726,28939.8,1825,29200,0
626,2,0,1,0.5506849315,13932.5,860,13760,0
627,1,0,2,0.504109589,5261.3,734,6606,0
627,1,0,2,0.498630137,4967.3,675,6750,0
627,2,0,2,0.3287671233,3434.9,496,4464,0
627,1,0,2,0.495890411,5233.2,671,6710,0
627,1,0,2,0.3616438356,3255.7,489,4401,0
628,1,1,1,0.898630137,16198.9,1963,17667,0
628,1,1,1,0.4136986301,8143.8,883,8830,0
632,1,1,1,0.5369863014,9699,1006,15090,0
632,2,1,1,0.3287671233,5972.4,633,8229,0
633,1,0,2,0.4876712329,8812.3,812,9744,0
633,1,0,2,0.504109589,10021.5,839,10907,0
633,1,0,2,0.498630137,11527.8,856,11984,0
634,1,0,1,0.8273972603,22376,1334,25346,0
634,1,0,1,0.7232876712,20224.1,1392,25056,0
635,2,0,1,0.9232876712,10975.6,1489,20846,1
635,2,0,1,0.997260274,29686.5,2749,41235,0
636,2,0,1,0.5287671233,8964.9,688,10320,0
636,2,0,1,1.002739726,12135.4,1825,20075,0
637,2,0,1,0.4904109589,25714.6,1403,28060,0
637,2,0,1,0.9123287671,39976.3,2847,42705,0
638,1,0,1,0.504109589,5307.1,1049,7343,0
638,1,0,1,0.498630137,5012.2,986,6902,0
638,1,0,1,0.3616438356,2932.5,677,4062,0
638,2,0,1,0.3287671233,3081.2,650,3900,0
639,2,0,2,0.6191780822,14333.6,1932,23184,0
639,2,0,2,0.5808219178,11314.9,1782,21384,0
640,1,0,1,0.4821917808,14078.1,1430,18590,0
640,1,0,1,1.002739726,34070.5,3025,39325,0
640,2,0,1,0.4136986301,10798.3,1098,13176,0
644,2,0,1,1.002739726,17554.1,3129,31290,0
644,2,0,1,0.8465753425,15559.2,2642,26420,0
645,2,0,1,0.4136986301,1810,194,3104,0
645,1,0,1,0.5945205479,5652.5,526,8942,0
646,1,0,1,0.4136986301,11355.1,1119,12309,0
646,1,0,1,0.5698630137,12213.7,1601,14409,0
647,2,0,2,0.3232876712,4441.2,269,4842,0
647,2,0,2,0.498630137,6232.2,389,7002,0
648,2,0,1,0.7479452055,8541.1,1128,13536,0
648,2,0,2,1.002739726,16059.3,1669,21697,0
649,1,0,1,0.7479452055,13486.1,895,14320,0
649,1,0,1,0.8767123288,18921.5,1231,20927,0
651,1,0,2,0.298630137,9341.4,730,9490,0
651,1,0,1,0.7397260274,25232.7,1693,27088,0
651,1,0,2,1,34075.3,2549,38235,0
653,2,1,2,0.3342465753,1482.2,226,3842,0
653,2,1,2,0.3753424658,2558.2,313,5634,0
654,2,1,2,0.4739726027,6761.2,592,7696,0
654,2,1,2,0.498630137,4804.1,623,6853,0
654,2,1,2,0.3260273973,1611.2,272,2448,0
655,1,1,2,0.4684931507,8882.3,804,17688,0
655,1,1,2,0.9232876712,14580.8,1825,32850,0
656,2,0,1,1.002739726,8232.6,835,15030,0
656,2,0,1,0.7479452055,7543.9,701,13319,0
656,2,0,1,0.4246575342,3918.6,464,7888,0
657,1,1,1,0.6904109589,13168.5,1078,16170,0
657,1,1,1,0.5808219178,23807.8,876,20148,0
657,1,1,1,1.002739726,35225,1721,34420,0
658,2,0,2,0.495890411,3198.6,800,6400,0
658,2,0,2,0.498630137,3138.1,727,7997,0
658,2,0,2,0.501369863,2419,600,4800,0
658,2,0,2,0.501369863,2342.6,574,5740,0
658,2,0,2,0.4931506849,4140,770,6930,0
659,1,1,1,0.495890411,10752.4,1264,16432,0
659,1,1,1,0.8356164384,12672.4,1304,18256,0
662,2,1,2,0.7835616438,23218,2445,26895,1
662,2,1,2,0.6712328767,15399.3,1676,18436,0
666,1,0,0,0.5671232877,12678,826,11564,0
666,2,0,0,0.5780821918,10060,812,10556,0
667,1,1,2,0.4712328767,14461.4,466,11650,0
667,1,1,2,0.504109589,13397,551,9918,0
667,1,1,2,0.498630137,14480.7,597,11343,0
667,1,1,2,0.4136986301,6270.2,667,6003,0
668,2,0,2,0.8082191781,12861.1,1387,15257,0
668,2,0,2,0.6410958904,16835.1,1201,16814,0
669,2,0,2,0.3726027397,4956.8,330,4620,0
669,2,0,2,0.498630137,4169.4,312,4368,0
669,2,0,2,0.501369863,4382.8,496,5952,0
669,2,0,2,0.501369863,12238.2,1148,12628,0
669,2,0,2,0.4931506849,7918,539,7546,0
670,2,0,2,0.5095890411,3440.2,345,5175,0
670,3,0,2,0.495890411,3966.9,542,5962,0
672,2,1,2,1,14378.6,2341,21069,0
672,2,1,2,1.002739726,24325,2660,34580,0
672,2,1,2,0.3287671233,5274.4,445,6675,0
673,2,1,1,0.2904109589,4953.3,846,9306,0
673,2,1,1,0.6109589041,9711.3,1684,16840,1
674,2,0,1,0.3917808219,9764.6,693,12474,0
674,2,0,1,0.495890411,10006.7,800,14400,0
674,2,0,1,0.504109589,6598.9,525,7875,0
674,1,0,1,0.4136986301,4711.7,388,6208,0
674,2,0,1,0.498630137,7056,597,10149,0
675,2,1,1,0.5287671233,11505.6,1073,19314,0
675,2,1,1,0.3178082192,8324.2,893,16074,0
676,2,0,1,1,18014.9,1925,21175,0
676,2,0,1,1.002739726,17593.7,2086,22946,0
677,2,1,2,0.2904109589,5678,363,7986,0
677,2,1,2,0.501369863,6300.9,470,7990,0
678,2,0,1,0.8191780822,14751.2,1193,15509,0
678,2,0,1,0.7808219178,32620.2,1422,28440,0
679,2,0,1,0.9561643836,12356.4,1094,17504,0
679,2,0,2,0.495890411,6614.5,774,10062,0
682,2,0,2,0.8657534247,3122.4,676,5408,0
682,2,0,2,1.002739726,5755,1200,9600,1
683,2,0,1,0.3287671233,3968.7,667,6670,0
683,2,0,1,0.3260273973,4014.5,797,7970,0
683,2,0,1,1.002739726,13869.4,1982,21802,0
687,1,0,1,0.4109589041,2802.2,535,4280,0
687,1,0,1,0.501369863,2257.3,600,4800,0
687,2,0,1,0.495890411,6672.3,800,8000,0
689,2,0,1,0.898630137,13699.7,1262,15144,0
689,2,0,1,0.7479452055,11411.9,1167,12837,0
690,2,1,2,0.9205479452,8528,1197,16758,0
690,2,0,2,0.9178082192,11304.4,1671,26736,0
693,2,0,2,0.495890411,11639.6,1548,18576,0
693,2,0,2,0.504109589,12303.5,1285,16705,0
693,2,0,2,0.498630137,10805.2,1090,14170,0
693,2,0,2,0.504109589,12173,1049,15735,0
696,2,0,2,0.8191780822,10835.8,1278,16614,0
696,2,0,2,0.504109589,5741,682,9548,0
697,2,0,2,1,16372.6,1613,20969,0
697,2,0,2,0.9178082192,12838.2,1766,21192,1
697,2,0,2,0.3287671233,4301.6,753,8283,0
698,2,0,1,0.9726027397,8890.9,1872,16848,0
698,2,0,1,0.3561643836,3307.8,704,5632,0
699,2,0,1,0.9287671233,9793.7,1691,13528,0
699,2,0,1,1.002739726,9883.5,1878,15024,0
699,2,0,1,0.3287671233,2261,565,3390,0
701,2,0,1,0.3095890411,6367.4,966,8694,0
701,2,0,1,0.6191780822,13597.6,1900,19000,0
702,2,0,1,1,23780.1,2653,34489,0
702,1,0,2,1.002739726,30169.7,2920,43800,0
702,2,0,1,0.5452054795,13456.4,1503,18036,0
703,1,0,2,0.7780821918,5086.8,1498,13482,0
703,1,0,2,1.002739726,7328.2,1773,15957,0
703,1,0,2,0.3287671233,1649.1,394,3546,0
705,2,1,1,0.9643835616,18583.7,1655,24825,0
705,2,1,1,0.6630136986,13164.3,1207,19312,1
706,2,1,1,0.9835616438,15263,1381,17953,0
706,2,1,1,0.3287671233,5452.6,462,6468,0
708,1,1,2,0.9589041096,16874.1,1097,18649,0
708,1,1,2,0.5808219178,10935.7,725,11600,0
710,2,0,1,0.7479452055,4318.3,545,5995,0
710,2,0,1,1.002739726,10100.9,1095,13140,0
711,2,0,1,0.9863013699,18894.2,2052,26676,0
711,2,0,1,1.002739726,17847.9,2034,24408,0
716,1,0,2,0.4109589041,6218.7,321,7062,0
716,2,0,2,0.8630136986,12044.4,629,13209,0
717,2,0,2,0.5863013699,7108.9,1464,11712,0
717,2,0,2,0.9205479452,9776.5,1963,15704,0
718,2,1,1,0.495890411,10217.4,851,13616,0
718,2,1,1,0.504109589,22962.5,1573,25168,0
718,2,1,1,0.4356164384,18787.6,1360,20400,0
721,2,0,1,0.3890410959,12907.7,547,11487,0
721,2,0,1,0.5808219178,21599,1148,18368,0
723,2,1,1,0.901369863,4933.7,1172,12892,0
723,2,1,1,1.002739726,5760.6,1669,15021,0
725,2,0,2,0.501369863,5561,574,8036,0
725,2,0,2,0.501369863,5816,600,7800,0
726,2,0,2,0.6547945205,6707.9,716,8592,0
726,2,0,2,0.9232876712,8919.8,865,10380,0
726,2,0,2,0.5808219178,6682.6,635,6985,0
727,2,0,2,0.498630137,2299,234,4914,0
727,2,0,2,0.504109589,3242.4,289,6358,0
729,2,1,1,0.9506849315,18049.3,1928,21208,0
729,2,1,1,0.3232876712,6960.1,623,8099,0
733,1,1,1,0.3534246575,7231.7,1103,8824,0
733,1,1,1,0.997260274,12527.9,3060,21420,0
738,2,1,1,0.5315068493,32308.9,1659,38157,0
738,2,1,1,0.6630136986,41909.7,2069,51725,0
741,1,1,1,0.397260274,5068.7,1178,10602,0
741,1,1,1,1.002739726,15461.4,2190,28470,0
741,1,0,1,0.4136986301,6408.8,883,11479,0
742,2,0,1,0.3616438356,5754.6,433,6495,0
742,2,0,2,1.002739726,18260.4,991,17838,0
742,1,0,2,0.3260273973,2987.6,357,3927,0
743,2,0,1,0.495890411,12865.6,980,15680,0
743,2,0,1,0.504109589,15214,1206,16884,0
743,2,0,1,0.3315068493,10399.2,707,11312,0
743,2,0,1,0.504109589,14840.8,1154,17310,0
743,2,0,1,0.498630137,18033.6,1219,19504,0
744,2,0,1,0.4739726027,7298.1,765,9945,0
744,2,0,1,0.495890411,6062.4,748,8976,0
744,2,0,1,0.498630137,6321.9,856,9416,0
744,2,0,1,0.504109589,7632.3,813,10569,0
744,2,0,1,0.4136986301,7459.1,818,8998,0
748,2,0,1,0.6109589041,14030.4,1462,17544,0
748,2,0,1,1.002739726,22933.4,2608,31296,0
749,2,0,2,1.002739726,12912.8,991,12883,0
749,2,0,2,0.8657534247,11697.5,451,9471,0
749,2,0,2,0.3287671233,5690.3,377,6032,0
750,1,0,1,0.8054794521,19442.1,964,18316,0
750,1,0,1,0.997260274,27933.1,1245,26145,0
751,2,0,1,1,13051.9,1613,24195,1
751,2,0,1,0.997260274,8251.6,1090,14170,0
753,2,0,2,0.7095890411,9714.6,1107,12177,0
